2025-12-20 13:06:18.395 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:14:57.990 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:15:18.061 - ACTION=CREATE_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=TEST | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:15:21.140 - ACTION=LIST_ROLES | RESOURCE_TYPE=Role | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:15:33.969 - ACTION=UPDATE_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:15:38.865 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:38:05.595 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:38:44.266 - ACTION=LIST_USERS | RESOURCE_TYPE=User | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:38:44.292 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:38:44.318 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:38:44.341 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:38:44.359 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:39:38.573 - ACTION=CREATE_USER | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:01.562 - ACTION=LIST_USERS | RESOURCE_TYPE=User | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:01.585 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:01.609 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:01.634 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:01.655 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:01.673 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:01.692 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:17.048 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:17.072 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:17.094 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:53.813 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:53.838 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=TEST | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:40:53.868 - ACTION=ASSIGN_ROLE | RESOURCE_TYPE=UserRole | RESOURCE_ID=2-3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:42:11.560 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:42:11.646 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Scoped permission already exists for this role
2025-12-20 13:42:54.820 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:42:54.857 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=2 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Scoped permission already exists for this role
2025-12-20 13:45:10.174 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:45:42.202 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:47:21.849 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=2 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Scoped permission already exists for this role
2025-12-20 13:59:35.649 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 13:59:47.798 - ACTION=CREATE_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_CODE | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:00:13.251 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:00:13.277 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:00:21.667 - ACTION=LIST_RESOURCES | RESOURCE_TYPE=Resource | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:01:21.625 - ACTION=VIEW_MY_PERMISSIONS | RESOURCE_TYPE=UserPermission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:02:41.449 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:02:41.461 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=2 | RESOURCE_ID=4 | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Permission not found: HAVE_GPU
2025-12-20 14:02:52.806 - ACTION=CREATE_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_GPU | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:03:11.694 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:03:11.717 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=2 | RESOURCE_ID=4 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:11:56.734 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:15:17.973 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:15:59.526 - ACTION=LIST_USERS | RESOURCE_TYPE=User | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:15:59.541 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:15:59.552 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:15:59.564 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:15:59.578 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:15:59.593 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:15:59.605 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:16:10.563 - ACTION=LIST_PERMISSIONS | RESOURCE_TYPE=Permission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:16:19.359 - ACTION=VIEW_MY_PERMISSIONS | RESOURCE_TYPE=UserPermission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:16:56.845 - ACTION=VIEW_MY_AUDIT | RESOURCE_TYPE=AuditLog | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:17:20.277 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:17:28.459 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:18:06.598 - ACTION=LIST_USERS | RESOURCE_TYPE=User | RESOURCE_ID=N/A | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:18:06.610 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:18:06.620 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=3 | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:18:06.632 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:18:06.643 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:18:06.654 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:18:06.663 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:18:28.669 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:18:34.405 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-20 14:18:39.184 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-20 14:18:46.340 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:19:08.002 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:19:08.014 - ACTION=VIEW_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=CREATE_USER | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Permission not found: CREATE_USER
2025-12-20 14:19:54.546 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:19:54.559 - ACTION=VIEW_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=USER_CREATE | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:19:54.579 - ACTION=ASSIGN_PERMISSION | RESOURCE_TYPE=RolePermission | RESOURCE_ID=2-1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:20:50.700 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:20:50.711 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Permission not found: HAVE_BOOK
2025-12-20 14:20:59.090 - ACTION=VIEW_MY_PERMISSIONS | RESOURCE_TYPE=UserPermission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:21:05.457 - ACTION=LIST_PERMISSIONS | RESOURCE_TYPE=Permission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:21:37.812 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:21:51.398 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=8 | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Role not found: 8
2025-12-20 14:22:07.802 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:22:07.826 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:22:30.814 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:22:35.572 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:23:04.702 - ACTION=CREATE_USER | RESOURCE_TYPE=User | RESOURCE_ID=test2 | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:23:49.510 - ACTION=VIEW_MY_AUDIT | RESOURCE_TYPE=AuditLog | RESOURCE_ID=N/A | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:24:08.057 - ACTION=CHANGE_PASSWORD | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:24:10.326 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=LYS | USER_ID=3 | RESULT=SUCCESS
2025-12-20 14:24:14.984 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=anonymous | USER_ID=null | RESULT=FAILED | ERROR=Invalid password
2025-12-20 14:25:49.976 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:12.046 - ACTION=LIST_USERS | RESOURCE_TYPE=User | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:12.059 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:12.071 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=4 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:12.085 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:12.098 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:12.110 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:12.123 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:12.134 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:12.144 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:21.112 - ACTION=DELETE_USER | RESOURCE_TYPE=User | RESOURCE_ID=4 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:28.477 - ACTION=LIST_USERS | RESOURCE_TYPE=User | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:28.489 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:28.501 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:28.512 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:28.521 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:28.531 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:28.542 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:39.089 - ACTION=DISABLE_USER | RESOURCE_TYPE=User | RESOURCE_ID=3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:41.308 - ACTION=LIST_USERS | RESOURCE_TYPE=User | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:41.319 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=LYS | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:41.330 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=3 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:41.341 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:41.350 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:41.361 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:41.373 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:26:55.161 - ACTION=CREATE_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_BOOK | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:27:10.654 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:27:10.679 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:27:45.864 - ACTION=LIST_PERMISSIONS | RESOURCE_TYPE=Permission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:27:57.652 - ACTION=DELETE_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_BOOK | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:28:00.013 - ACTION=LIST_PERMISSIONS | RESOURCE_TYPE=Permission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:28:25.290 - ACTION=CREATE_RESOURCE | RESOURCE_TYPE=3 | RESOURCE_ID=tables | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:28:28.564 - ACTION=LIST_RESOURCES | RESOURCE_TYPE=Resource | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:28:47.493 - ACTION=DELETE_RESOURCE | RESOURCE_TYPE=3 | RESOURCE_ID=5 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:29:05.956 - ACTION=VIEW_AUDIT_BY_ACTION | RESOURCE_TYPE=AuditLog | RESOURCE_ID=create | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:29:14.520 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:29:52.572 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:30:03.755 - ACTION=CREATE_RESOURCE | RESOURCE_TYPE=4 | RESOURCE_ID=keys | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-20 14:30:05.331 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
