2025-12-18 13:00:58.047 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 15:26:49.417 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 15:26:58.790 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 16:23:58.831 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:26:46.338 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:26:53.680 - ACTION=LIST_PERMISSIONS | RESOURCE_TYPE=Permission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:27:25.005 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:27:29.629 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:27:46.122 - ACTION=VIEW_MY_PERMISSIONS | RESOURCE_TYPE=UserPermission | RESOURCE_ID=N/A | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:33:58.040 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:34:09.999 - ACTION=LIST_ROLES | RESOURCE_TYPE=Role | RESOURCE_ID=N/A | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:34:30.643 - ACTION=VIEW_MY_PERMISSIONS | RESOURCE_TYPE=UserPermission | RESOURCE_ID=N/A | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:36:11.551 - ACTION=LIST_USERS | RESOURCE_TYPE=User | RESOURCE_ID=N/A | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:36:11.566 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:36:11.579 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:36:11.593 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:36:11.607 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=1 | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:36:22.330 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:36:27.962 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:36:40.218 - ACTION=LIST_RESOURCES | RESOURCE_TYPE=Resource | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:37:03.885 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:37:03.926 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Scoped permission already exists for this role
2025-12-18 17:37:32.192 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:37:32.217 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Scoped permission already exists for this role
2025-12-18 17:43:33.395 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:45:22.010 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:45:26.302 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:45:44.467 - ACTION=UPDATE_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_BOOK | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:46:18.294 - ACTION=CREATE_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_GPU | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:46:30.581 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:46:34.219 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:46:46.844 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:46:51.747 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:47:18.272 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:47:18.290 - ACTION=REMOVE_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=1 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:47:37.296 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:47:37.312 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=2 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:47:48.239 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:47:48.249 - ACTION=VIEW_USER | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:47:48.259 - ACTION=VIEW_USER_ROLES | RESOURCE_TYPE=UserRole | RESOURCE_ID=2 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:48:02.578 - ACTION=LIST_ROLES | RESOURCE_TYPE=Role | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:48:42.450 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=USER | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:48:42.462 - ACTION=VIEW_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_GPU | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:48:42.478 - ACTION=ASSIGN_PERMISSION | RESOURCE_TYPE=RolePermission | RESOURCE_ID=2-26 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:48:46.103 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:48:51.015 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:54:42.110 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:54:58.552 - ACTION=VIEW_MY_PERMISSIONS | RESOURCE_TYPE=UserPermission | RESOURCE_ID=N/A | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:55:04.008 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=test | USER=test | USER_ID=2 | RESULT=SUCCESS
2025-12-18 17:55:09.742 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:55:35.684 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=HAVE_BOOK | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Role not found: HAVE_BOOK
2025-12-18 17:56:13.272 - ACTION=LIST_PERMISSIONS | RESOURCE_TYPE=Permission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:56:43.329 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:56:43.342 - ACTION=VIEW_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_BOOK | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:56:43.359 - ACTION=ASSIGN_PERMISSION | RESOURCE_TYPE=RolePermission | RESOURCE_ID=1-25 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:56:54.418 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:56:54.428 - ACTION=VIEW_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_CPU | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Permission not found: HAVE_CPU
2025-12-18 17:57:05.335 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=HAVE_GPU | USER=admin | USER_ID=1 | RESULT=FAILED | ERROR=Role not found: HAVE_GPU
2025-12-18 17:57:14.693 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:57:14.706 - ACTION=VIEW_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_GPU | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:57:14.723 - ACTION=ASSIGN_PERMISSION | RESOURCE_TYPE=RolePermission | RESOURCE_ID=1-26 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:57:18.479 - ACTION=LIST_RESOURCES | RESOURCE_TYPE=Resource | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:58:08.315 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:58:08.328 - ACTION=VIEW_PERMISSION | RESOURCE_TYPE=Permission | RESOURCE_ID=HAVE_BOOK | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:58:08.346 - ACTION=REMOVE_PERMISSION | RESOURCE_TYPE=RolePermission | RESOURCE_ID=1-25 | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:58:26.790 - ACTION=VIEW_ROLE | RESOURCE_TYPE=Role | RESOURCE_ID=ADMIN | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 17:58:26.809 - ACTION=ASSIGN_SCOPED_PERMISSION | RESOURCE_TYPE=1 | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:10:18.008 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:10:22.737 - ACTION=VIEW_MY_PERMISSIONS | RESOURCE_TYPE=UserPermission | RESOURCE_ID=N/A | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:10:30.730 - ACTION=LOGOUT | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
2025-12-18 18:10:37.550 - ACTION=LOGIN | RESOURCE_TYPE=User | RESOURCE_ID=admin | USER=admin | USER_ID=1 | RESULT=SUCCESS
